date,Q,H
31/5/2014,-282.3054945599904,-35.45096797780915
1/6/2014,-256.3442891714036,-31.86550929018464
2/6/2014,-271.1130479951315,-33.82035182327306
3/6/2014,-315.4614960740598,-39.74778989457715
4/6/2014,-363.72175873610496,-46.218051457767494
5/6/2014,-390.4115859216475,-49.871241930884395
6/6/2014,-377.8544979516989,-48.44148091864653
7/6/2014,-311.27750664039525,-39.99238918338204
8/6/2014,-187.04938029798075,-24.073754930559243
9/6/2014,-22.203218106856163,-2.91573325821449
10/6/2014,152.26286227140196,19.423436718457467
11/6/2014,298.35182301158727,38.11710371289139
12/6/2014,388.67323499190445,49.62519782581973
13/6/2014,406.22897287412104,51.704573757726095
14/6/2014,352.41363019486255,44.61381563481619
15/6/2014,256.28976186471846,32.16298486749786
16/6/2014,167.50340062413582,20.742147672662522
17/6/2014,124.29890866704574,15.197301734342162
18/6/2014,130.67355724541605,16.003366119160535
19/6/2014,174.78913958600577,21.651228606856137
20/6/2014,226.64006430787353,28.304334935965517
21/6/2014,249.85313031247097,31.417361661463506
22/6/2014,218.31600205021584,27.741922413310068
23/6/2014,130.77639327145712,17.050221317341443
24/6/2014,11.264259236343591,2.200434374606065
25/6/2014,-121.15013230140357,-14.43757349141786
26/6/2014,-248.38547519581422,-30.613517215957877
27/6/2014,-343.90072758664934,-42.940026136829914
28/6/2014,-388.7610515468051,-48.88958622024966
29/6/2014,-376.303353219187,-47.51495350138646
30/6/2014,-316.5157682226565,-39.93573605785228
1/7/2014,-218.22022063497866,-27.309094856417428
2/7/2014,-111.92907823505398,-13.561272182993626
3/7/2014,-33.605585664626716,-3.3041151221275733
4/7/2014,-7.62449569762579,0.35259170777905346
5/7/2014,-26.343199492847837,-1.7110690181258619
6/7/2014,-66.15193173311913,-6.502041045300786
7/7/2014,-110.13544200896456,-11.739142758984874
8/7/2014,-145.9836287503478,-15.833832860180651
9/7/2014,-166.9408080022289,-17.9163777153488
10/7/2014,-188.5680682307576,-19.845685459581958
11/7/2014,-224.08614905790566,-23.26096356354764
12/7/2014,-284.08873874164715,-29.454756574388387
13/7/2014,-363.51500033841177,-37.882942754723295
14/7/2014,-439.098006489922,-45.86388569911322
15/7/2014,-487.6114212674209,-50.957253467422696
16/7/2014,-485.0572908552261,-50.70345954200978
17/7/2014,-406.78278157971346,-42.45451514743225
18/7/2014,-236.13616627976057,-24.37371636210358
19/7/2014,22.06600062830313,3.111973667427872
20/7/2014,345.9744478867968,37.745800731937585
21/7/2014,699.9764044927938,75.78793076334217
22/7/2014,1015.6070798536516,109.85439169027806
23/7/2014,1215.2465541178306,131.65515828520978
24/7/2014,1254.009202061576,136.28371864553054
25/7/2014,1140.7657587369486,124.40954699368524
26/7/2014,908.3611321853224,99.31481617498976
27/7/2014,608.2059876078456,66.53984430115314
28/7/2014,299.3094273174827,32.711496828298976
29/7/2014,34.131743004220965,3.7361857873789646
30/7/2014,-160.7452828053224,-17.420589956110746
31/7/2014,-276.76982057101,-29.79815319294907
1/8/2014,-322.44017108092663,-34.412458215159575
2/8/2014,-315.5072127971225,-33.30495782722668
3/8/2014,-274.6570189085961,-28.579056777070097
4/8/2014,-225.29607508487905,-23.039526061136847
5/8/2014,-189.17754155041231,-19.09614838225609
6/8/2014,-174.91349947571905,-17.742516185702584
7/8/2014,-177.26038637659525,-18.44295947382189
8/8/2014,-178.9270694017918,-19.22716338954978
9/8/2014,-158.98161255099404,-17.580441730774872
10/8/2014,-107.35184315081683,-12.208082714681797
11/8/2014,-29.981772581666988,-3.8528982921872554
12/8/2014,61.82543478989489,6.126743469590623
13/8/2014,148.9169271282831,15.64081066890667
14/8/2014,211.65163632104208,22.559753225355387
15/8/2014,214.51393781291685,23.102101027396213
16/8/2014,154.73700266438712,16.90689492458966
17/8/2014,56.486236165337445,6.45397179169848
18/8/2014,-56.93300848129435,-5.7945613281492925
19/8/2014,-163.60975559551594,-17.49899529625932
20/8/2014,-248.23708051207245,-26.951106408480744
21/8/2014,-304.5988484577297,-33.419277947261506
22/8/2014,-329.40941532872245,-36.38910908305709
23/8/2014,-317.4259853273426,-35.17121909989346
24/8/2014,-260.61857522966284,-28.880772848521246
25/8/2014,-160.01336801973042,-17.66774268512078
26/8/2014,-25.451030174259415,-2.6478539540111825
27/8/2014,120.83394230414696,13.684910313554933
28/8/2014,267.89971575725906,30.006706440539645
29/8/2014,408.5242384010252,45.43487293690295
30/8/2014,525.122836087119,57.9477972182453
31/8/2014,573.9496349467544,62.86981908176668
1/9/2014,539.7802677462055,58.759071688953696
2/9/2014,439.9750295843325,47.586162250796036
3/9/2014,294.42901098074117,31.551637325317266
4/9/2014,124.56457535524635,12.974376548724106
5/9/2014,-46.32688568693091,-5.559799227957339
6/9/2014,-194.61545539705094,-21.443688039427215
7/9/2014,-312.2484199867009,-33.84919892885296
8/9/2014,-401.31910982893294,-43.10376223861476
9/9/2014,-473.35564566410665,-50.60541263702228
10/9/2014,-544.7359322391801,-58.20218102449849
11/9/2014,-625.0628703937869,-67.01234592126724
12/9/2014,-713.0791310420881,-76.88957478098501
13/9/2014,-788.3933852905391,-85.51290838302948
14/9/2014,-818.9517030519762,-89.27683401108442
15/9/2014,-765.2630631846718,-83.75117598452863
16/9/2014,-599.3953100293262,-65.95002808826048
17/9/2014,-313.33819694593603,-35.0204412134577
18/9/2014,78.39837443505229,7.486337615623979
19/9/2014,527.501887738503,56.31100344393735
20/9/2014,947.3086779546641,102.00806297355919
21/9/2014,1265.487865604082,136.74376933528927
22/9/2014,1440.4347250907579,156.0373338115328
23/9/2014,1441.8584781175193,156.79429828060532
24/9/2014,1286.7289596144865,140.6946373925388
25/9/2014,1018.3678943926574,112.09595452203747
26/9/2014,693.5172939250051,76.98807418843558
27/9/2014,368.29545247904576,41.565090965461216
28/9/2014,90.80265312880962,11.219068922599924
29/9/2014,-111.30028205519605,-10.78884005102292
30/9/2014,-224.25513127479664,-22.822923254848266
1/10/2014,-260.2764206440669,-26.088955321182667
2/10/2014,-243.31176648251952,-23.357684156613885
3/10/2014,-200.9157255346393,-17.88610683210511
4/10/2014,-155.87693284952022,-12.401412517379745
5/10/2014,-115.46398116399999,-7.811528750681049
6/10/2014,-87.93030752546053,-5.0784493969609485
7/10/2014,-81.02263218467314,-4.979426853091898
8/10/2014,-93.43064739769537,-7.2472279506416655
9/10/2014,-119.65994657134212,-11.222132695143328
10/10/2014,-148.90252561942856,-15.579361023622116
11/10/2014,-168.83108644875526,-18.682906466962866
12/10/2014,-169.114047719674,-19.135123736542518
13/10/2014,-144.06009358619656,-16.224176319244407
14/10/2014,-92.49899103501141,-9.88010106670296
15/10/2014,-28.99485881811995,-1.8994960127957627
16/10/2014,30.402353884983636,5.638654906390402
17/10/2014,76.63146806031261,11.56639865094884
18/10/2014,104.3689214464406,15.198551201570728
19/10/2014,109.76190149458256,15.979924094405867
20/10/2014,88.9315915757114,13.299919866383778
21/10/2014,45.44211121378345,7.521496260585832
22/10/2014,-15.928825896116448,-0.729359857209763
23/10/2014,-92.3100828268035,-10.995565127555782
24/10/2014,-176.89839787151922,-22.35636632081162
25/10/2014,-258.4279453309614,-33.2961840989934
